Customer_ID,Age,Annual_Income,Spending_Score,Credit_Limit,Balance,Purchase_Frequency,Avg_Transaction_Value,Customer_Tenure_Years,Credit_Utilization_Ratio,Days_Since_Last_Transaction,Revolving_Utilization,Payments,Product_Category,Payment_Status,Account_Type
1957,18,41606,65,23591,4849,5,258.87,0,0.44,141,0.48,1854,Home,Delayed,Standard
1958,80,88464,84,22472,0,4,184.13,0,0.01,49,0.34,4646,Electronics,On-Time,Standard
1959,60,53279,85,35837,5953,11,91.49,12,0.22,76,0.59,-310,Home,Delayed,Standard
1960,48,47122,2,23717,7229,8,73.84,11,0.87,36,0.24,3655,Food,On-Time,Standard
1961,44,72016,34,5165,16432,5,101.36,13,0.01,28,0.56,1666,Electronics,On-Time,Platinum
1962,49,88743,58,14925,8964,9,201.83,3,0.37,160,0.88,208,Home,Delayed,Standard
1963,52,20000,37,26482,10017,5,324.49,10,0.93,20,0.91,1326,Electronics,On-Time,Standard
1964,54,97005,32,18609,163,5,431.67,11,0.79,111,0.51,3499,Electronics,On-Time,Standard
1965,53,42988,14,15983,8643,2,162.85,17,0.15,49,0.53,4179,Food,Late,Standard
1966,46,74282,74,14636,20055,5,84.01,3,0.31,173,0.08,5764,Travel,On-Time,Gold
1967,42,73583,73,12640,17673,8,484.64,5,0.73,167,0.29,1297,Fashion,Delayed,Gold
1968,42,53917,99,22036,6478,10,327.58,10,0.55,166,0.67,4587,Fashion,Delayed,Standard
1969,42,34053,13,14679,15811,4,113.96,1,0.8,151,0.94,4239,Food,On-Time,Platinum
1970,62,63572,65,30758,9019,5,162.8,11,0.17,49,0.4,5955,Fashion,Delayed,Standard
1971,53,140013,44,13368,13529,4,238.41,0,0.37,108,0.53,1985,Food,Delayed,Gold
1972,18,20532,47,9580,7938,10,485.32,18,0.76,123,0.87,3033,Fashion,Delayed,Gold
1973,54,142692,43,19847,3233,9,102.78,14,0.41,112,0.17,1342,Home,Delayed,Gold
1974,47,64611,36,5000,2876,1,242.27,16,0.66,46,0.91,4862,Electronics,On-Time,Standard
1975,44,76414,28,5000,13688,4,246.74,10,0.2,103,0.5,3615,Home,Late,Platinum
1976,39,31531,98,24997,0,5,496.48,16,0.65,174,0.23,2930,Fashion,On-Time,Standard
1977,61,44149,83,20437,17450,5,136.73,20,0.17,147,0.76,2064,Travel,On-Time,Standard
1978,59,54883,84,5000,8317,3,260.77,9,0.76,177,0.04,3610,Travel,On-Time,Gold
1979,33,33172,33,20726,5502,2,494.09,6,0.54,144,0.0,2924,Home,On-Time,Gold
1980,51,66643,58,17666,16991,1,345.61,4,0.43,12,0.39,4243,Electronics,On-Time,Standard
1981,30,58719,42,7813,0,8,124.28,19,0.07,93,0.86,2362,Food,On-Time,Standard
1982,24,149031,32,25849,13234,1,471.22,14,0.67,0,0.22,1951,Home,On-Time,Gold
1983,35,28361,18,32147,21484,2,294.25,4,0.19,7,0.25,3170,Travel,On-Time,Standard
1984,57,79107,7,35399,397,3,416.31,20,0.12,145,0.7,2291,Food,Late,Standard
1985,59,84913,30,22614,6818,10,412.71,20,0.16,128,0.32,2071,Electronics,On-Time,Standard
1986,52,32187,10,20179,13167,4,298.64,1,0.18,147,0.71,-259,Electronics,On-Time,Platinum
1987,55,102473,7,34193,0,7,417.29,6,0.68,100,0.42,745,Home,On-Time,Gold
1988,52,59066,24,22018,11722,2,448.19,10,0.49,166,0.51,-270,Food,On-Time,Standard
1989,35,20000,19,17274,28811,4,415.69,4,0.47,132,0.44,2143,Fashion,On-Time,Standard
1990,51,101393,37,14752,12290,6,333.99,1,0.46,25,0.69,5269,Fashion,On-Time,Standard
1991,57,30322,6,24429,12058,1,314.43,15,0.41,60,0.5,226,Electronics,Late,Gold
1992,56,33089,76,6906,1572,9,258.54,6,0.52,85,0.8,852,Food,On-Time,Standard
1993,62,102516,38,29276,19308,4,86.49,19,0.16,133,0.58,2682,Electronics,On-Time,Gold
1994,55,61113,73,8874,0,0,264.88,7,0.28,71,0.82,6468,Fashion,On-Time,Standard
1995,50,111710,71,13217,9743,4,333.24,6,0.1,175,0.59,5480,Electronics,On-Time,Standard
1996,61,123406,19,22473,16410,2,253.61,4,0.84,114,0.52,-1058,Fashion,On-Time,Standard
1997,44,49202,80,33964,0,6,238.35,5,1.0,6,0.35,3094,Electronics,Delayed,Platinum
1998,31,106730,10,17851,0,3,156.27,7,0.7,25,0.6,-1144,Travel,Delayed,Gold
1999,42,44781,15,11593,0,1,214.71,16,0.05,40,0.61,2911,Electronics,On-Time,Gold
2000,33,164324,100,28539,19610,6,141.81,8,0.47,171,0.12,6227,Travel,On-Time,Gold
2001,34,47281,41,16472,5544,3,85.06,15,0.01,17,0.12,778,Fashion,On-Time,Standard
2002,42,116043,95,6566,16275,3,375.9,6,0.28,124,0.14,3459,Food,Late,Standard
2003,33,108751,89,24848,15146,0,364.88,19,0.08,97,0.4,3750,Food,Late,Standard
2004,40,87643,51,18222,0,10,282.82,17,0.42,23,0.89,3474,Home,Delayed,Standard
2005,18,48178,36,18048,7274,3,85.59,14,0.43,128,0.9,7271,Fashion,On-Time,Standard
2006,48,68944,51,25896,8403,4,327.42,6,0.18,4,0.35,4692,Fashion,Delayed,Platinum
2007,45,20000,8,26621,13577,3,175.58,7,0.83,32,0.28,6279,Travel,On-Time,Platinum
2008,32,83976,34,13987,11594,4,477.15,5,0.77,119,0.04,3521,Home,On-Time,Gold
2009,54,88984,66,20978,9540,3,71.74,4,0.83,176,0.24,1965,Food,On-Time,Gold
2010,59,80339,94,7533,18153,6,51.31,2,0.55,79,0.35,2934,Food,Late,Standard
2011,20,20000,6,17943,18052,9,424.63,16,0.01,32,0.93,4407,Fashion,Late,Standard
2012,33,24374,1,12979,0,9,154.4,18,0.92,126,0.11,2129,Electronics,Delayed,Platinum
2013,33,45076,24,18317,6860,7,351.51,13,0.92,150,0.07,2674,Travel,On-Time,Standard
2014,30,86666,75,16722,10222,8,207.05,3,0.54,133,0.22,900,Electronics,Delayed,Gold
2015,57,86573,93,18545,10592,1,420.57,7,0.9,66,0.8,4800,Electronics,On-Time,Platinum
2016,42,68191,93,6628,13855,6,434.12,10,0.27,18,0.54,1575,Fashion,Delayed,Standard
2017,41,100409,92,9456,12611,6,473.84,7,0.52,29,0.59,3054,Electronics,Late,Standard
2018,18,33950,40,18265,14168,9,223.37,17,0.69,167,0.44,703,Home,On-Time,Platinum
2019,54,99409,74,31955,14991,4,52.68,0,0.5,173,0.73,3653,Home,On-Time,Gold
2020,26,93989,51,25856,8019,7,114.85,14,0.85,127,0.62,7911,Travel,Delayed,Gold
2021,45,90102,86,23471,7639,1,188.6,19,0.54,41,0.3,7319,Home,On-Time,Gold
2022,49,67718,80,15236,19764,2,413.65,15,0.17,16,0.8,1948,Home,On-Time,Platinum
2023,65,148229,76,12443,6525,8,459.69,15,0.83,165,0.27,4555,Fashion,On-Time,Platinum
2024,25,94727,96,24997,15178,7,144.56,12,0.71,152,0.97,1380,Travel,On-Time,Gold
2025,18,36266,64,10680,4710,10,225.68,15,0.51,173,0.87,3130,Electronics,Late,Platinum
2026,47,84932,76,33055,12342,5,304.78,2,0.5,109,0.53,110,Travel,On-Time,Gold
2027,72,105099,37,19652,12849,2,174.67,4,0.69,171,0.94,2814,Food,On-Time,Platinum
2028,63,51475,66,36116,14542,5,204.31,1,0.66,64,0.09,1198,Home,Delayed,Gold
2029,48,118570,79,33626,21132,8,404.06,2,0.26,143,0.18,781,Home,Delayed,Standard
2030,37,90281,41,23370,3005,4,125.99,11,0.75,75,0.8,5189,Food,Delayed,Platinum
2031,57,20000,70,23053,11044,3,292.56,5,0.85,74,0.52,3220,Fashion,On-Time,Gold
2032,30,86986,53,14839,14636,4,311.51,15,0.24,130,0.7,1211,Travel,Delayed,Standard
2033,52,58758,66,30576,14655,5,113.82,8,0.45,92,0.43,1552,Travel,On-Time,Standard
2034,52,96487,77,16948,7833,4,366.03,10,0.3,94,0.4,613,Food,On-Time,Standard
2035,60,112768,63,6492,12692,2,139.9,15,0.18,67,0.83,3226,Food,Late,Platinum
2036,80,82806,79,29231,9867,5,363.87,4,0.09,31,0.78,6009,Electronics,On-Time,Standard
2037,50,141610,3,24366,15179,7,229.67,20,0.83,110,0.26,4116,Fashion,Late,Gold
2038,37,67851,30,15880,9448,6,325.41,4,0.23,130,0.39,2443,Travel,On-Time,Standard
2039,44,99992,12,22119,9552,5,312.23,12,0.63,172,0.69,2034,Food,On-Time,Standard
2040,18,107197,26,20261,11897,3,492.95,8,0.44,177,0.47,4077,Fashion,On-Time,Gold
2041,34,71106,58,31825,6505,6,78.62,4,0.5,17,0.23,3390,Electronics,On-Time,Standard
2042,38,106150,64,11944,4685,4,175.12,16,0.54,165,0.48,1629,Electronics,On-Time,Gold
2043,37,51213,63,31920,715,7,315.42,8,0.62,121,0.34,3365,Fashion,On-Time,Gold
2044,47,58097,24,30641,9055,7,390.55,13,0.8,85,0.3,3561,Fashion,Delayed,Platinum
2045,32,22500,36,14876,4855,6,452.22,3,0.18,111,0.03,4112,Food,Delayed,Gold
2046,61,84656,74,23364,7925,3,94.32,16,0.31,109,0.67,137,Food,Delayed,Platinum
2047,45,88010,72,24382,18668,8,175.74,16,0.11,62,0.73,2854,Travel,On-Time,Gold
2048,44,122170,70,43829,8147,5,101.07,18,0.7,84,0.26,978,Home,On-Time,Gold
2049,40,106645,13,13754,18804,7,82.93,1,0.31,136,0.98,5131,Food,On-Time,Standard
2050,47,63608,93,5000,12698,7,58.54,5,0.79,21,0.98,6316,Electronics,On-Time,Standard
2051,57,27872,23,5000,8028,1,411.84,1,0.73,105,0.94,2968,Electronics,Late,Standard
2052,31,92314,66,21689,2859,7,120.36,19,0.04,61,0.13,6872,Electronics,Delayed,Standard
2053,35,119430,47,28198,9206,1,224.51,9,0.1,118,0.89,5331,Fashion,On-Time,Platinum
2054,40,105207,90,12883,7186,5,55.44,11,0.6,76,0.33,398,Electronics,On-Time,Standard
2055,24,118379,64,18469,18289,10,423.39,0,0.7,147,0.15,4852,Fashion,On-Time,Standard
2056,32,66524,37,16457,23781,5,98.57,7,0.37,132,0.58,1886,Travel,On-Time,Platinum
2057,37,56335,89,10855,17218,7,249.98,7,0.2,130,0.11,2279,Travel,Late,Standard
2058,58,45523,69,24826,4815,5,212.11,8,0.16,116,0.38,7257,Travel,Late,Standard
2059,48,72764,58,6026,10383,2,164.24,19,0.24,147,0.24,4639,Travel,Delayed,Platinum
2060,47,71856,11,25104,8412,4,257.67,0,0.17,78,0.53,5763,Electronics,Delayed,Standard
2061,57,83267,53,16558,5874,6,67.7,5,0.32,4,0.58,3146,Food,On-Time,Gold
2062,42,69828,50,27876,9363,3,213.98,19,0.49,119,0.65,2027,Travel,On-Time,Gold
2063,50,69654,37,21380,9073,2,292.22,16,0.68,50,0.45,3948,Food,Late,Standard
2064,43,43932,45,7598,22856,8,323.45,20,0.87,109,0.38,1276,Travel,Delayed,Platinum
2065,48,112664,98,22501,12302,1,296.62,9,0.72,42,0.5,-335,Fashion,Delayed,Gold
2066,36,78060,9,16936,15781,2,254.42,3,0.65,70,0.4,2843,Electronics,On-Time,Standard
2067,18,68022,8,28744,17338,5,313.01,0,0.79,91,0.96,2587,Travel,On-Time,Standard
2068,42,45102,86,25819,15286,5,90.15,17,0.9,71,0.94,4390,Food,On-Time,Standard
2069,66,21723,93,29150,19554,9,189.33,17,0.23,20,0.55,3798,Home,On-Time,Standard
2070,58,127318,51,17237,7398,7,485.02,20,0.62,34,0.42,3735,Fashion,On-Time,Standard
2071,59,97185,50,12671,16716,6,480.59,17,0.04,169,0.46,1959,Food,On-Time,Standard
2072,63,20000,21,19883,23733,5,333.45,16,0.99,90,0.99,2646,Travel,Delayed,Standard
2073,46,105525,72,25864,4953,3,274.69,17,0.86,177,0.31,4695,Travel,On-Time,Platinum
2074,47,111899,82,12331,7621,3,153.6,7,0.37,147,0.46,1444,Food,On-Time,Standard
2075,35,79975,71,22470,7096,7,212.08,12,0.62,38,0.57,4438,Travel,On-Time,Standard
2076,40,138924,67,23008,25088,6,341.1,8,0.55,173,0.08,868,Travel,On-Time,Standard
2077,54,83668,4,31002,2555,6,415.54,0,0.84,18,0.4,3875,Food,On-Time,Standard
2078,63,20000,82,11661,10772,4,422.27,15,0.48,2,0.25,-372,Food,Late,Standard
2079,42,89606,81,23939,13445,4,112.32,11,0.13,47,0.57,2523,Electronics,Delayed,Standard
2080,38,84795,28,16064,6155,8,277.36,2,0.48,2,0.28,392,Home,Late,Gold
2081,45,50868,82,13958,3059,5,371.39,19,0.12,57,0.46,1777,Food,On-Time,Standard
2082,54,97942,5,35539,4261,6,363.32,20,0.81,36,0.51,3264,Food,On-Time,Gold
2083,23,20000,68,23562,8246,7,488.09,16,0.17,180,0.3,2232,Electronics,On-Time,Gold
2084,18,114622,57,32295,6257,2,107.25,12,0.37,37,0.75,5917,Travel,On-Time,Gold
2085,36,39875,42,14023,20103,1,257.76,10,0.11,99,0.1,3169,Home,On-Time,Gold
2086,26,35602,68,33412,6318,1,85.12,12,0.38,16,0.16,2986,Fashion,Delayed,Standard
2087,37,70447,71,16739,6249,7,306.8,4,0.96,110,0.03,3302,Food,On-Time,Standard
2088,42,92318,90,26360,12761,8,357.69,10,0.93,17,0.1,-1155,Home,On-Time,Gold
2089,38,81556,36,12438,12032,8,83.7,16,0.56,84,0.29,5831,Fashion,On-Time,Standard
2090,66,45293,57,11416,0,9,289.97,2,0.64,24,0.11,-1268,Home,On-Time,Standard
2091,49,54756,36,19787,3915,9,487.57,7,0.35,109,0.44,2863,Electronics,Delayed,Gold
2092,49,29678,81,32391,6462,3,65.87,15,0.21,32,0.26,2305,Fashion,On-Time,Standard
2093,54,66012,25,30110,2920,8,130.15,19,0.28,158,0.53,2871,Fashion,On-Time,Gold
2094,27,118000,41,21130,16736,10,295.8,1,0.08,7,0.65,906,Home,Late,Standard
2095,60,74829,15,17415,0,7,370.69,18,0.45,106,0.96,5369,Food,On-Time,Gold
2096,43,109376,21,22547,17357,3,420.92,10,0.09,175,0.95,670,Fashion,On-Time,Gold
2097,55,133216,22,11583,0,6,184.05,7,0.37,19,0.72,2717,Food,On-Time,Standard
2098,28,51479,46,21120,10566,2,200.86,6,0.85,171,0.66,3502,Electronics,On-Time,Standard
2099,21,67537,66,20378,20948,4,405.01,18,0.39,170,0.48,1838,Electronics,On-Time,Standard
2100,57,161847,2,20413,5836,4,239.35,1,0.44,58,0.68,2131,Fashion,On-Time,Gold
2101,50,132773,11,23715,10163,5,444.12,11,0.53,25,0.86,2678,Food,On-Time,Standard
2102,31,20000,22,26336,17193,4,464.01,3,0.31,111,0.94,6629,Electronics,On-Time,Standard
2103,31,90485,10,5000,16995,5,433.01,7,0.08,88,0.78,1875,Electronics,On-Time,Standard
2104,61,75022,51,13352,12116,2,87.78,17,0.76,28,0.8,1834,Home,On-Time,Standard
2105,27,108058,49,14755,8726,5,292.9,11,0.24,151,0.23,2915,Home,Late,Standard
2106,69,45200,56,18733,8655,4,475.8,7,0.15,138,0.88,4671,Fashion,Late,Platinum
2107,31,41415,63,19437,269,3,483.67,14,0.09,70,0.76,3948,Home,On-Time,Standard
2108,54,47957,45,25073,2826,4,286.74,9,0.68,5,0.34,6404,Fashion,Late,Gold
2109,40,52122,28,22576,10252,7,244.72,5,0.02,176,0.15,2584,Travel,On-Time,Standard
2110,54,107612,69,29585,11914,5,134.83,6,0.59,23,0.23,2202,Home,On-Time,Gold
2111,36,27751,45,17598,27995,9,498.73,18,0.35,113,0.12,6399,Travel,On-Time,Standard
2112,42,50095,15,14566,15465,8,328.94,16,0.51,102,0.41,3484,Home,On-Time,Standard
2113,45,20000,97,18880,7557,3,85.94,12,0.91,137,0.99,1055,Home,On-Time,Platinum
2114,29,115284,50,20238,13572,5,444.68,5,0.0,109,0.18,2999,Fashion,On-Time,Standard
2115,56,125841,100,20795,0,6,345.5,5,0.64,28,0.5,2420,Travel,Delayed,Standard
2116,37,61917,10,17952,10591,6,199.26,8,0.89,104,0.04,3512,Home,On-Time,Standard
2117,41,63082,10,28686,14792,7,133.35,10,0.24,178,0.88,-2668,Food,Delayed,Standard
2118,30,93128,62,27882,14852,10,349.29,10,0.12,109,0.84,1090,Food,Late,Standard
2119,18,133979,52,28700,9536,4,54.27,12,0.39,99,0.02,720,Home,On-Time,Standard
2120,42,91344,88,12106,13988,3,438.81,18,0.95,76,0.29,2989,Home,On-Time,Gold
2121,80,47098,57,25797,8118,5,333.37,14,0.58,88,0.49,4012,Home,On-Time,Platinum
2122,56,20000,18,32846,12769,5,145.58,6,0.95,138,0.41,1286,Travel,On-Time,Standard
2123,44,30394,31,28955,3409,8,362.82,20,0.27,67,0.65,1223,Fashion,On-Time,Gold
2124,41,77928,49,15890,2097,1,168.39,14,0.72,96,0.33,1291,Travel,Late,Standard
2125,45,48786,71,17345,18845,2,448.08,15,0.28,143,0.09,-150,Food,Late,Standard
2126,53,82798,54,7441,8702,5,347.82,13,0.52,38,0.79,1652,Fashion,On-Time,Standard
2127,27,52883,75,30287,13095,7,448.84,6,0.9,104,0.75,3760,Home,On-Time,Gold
2128,61,32674,40,12186,4506,5,378.42,14,0.09,160,0.38,3449,Fashion,On-Time,Gold
2129,55,27918,98,16166,2115,3,227.41,15,0.3,79,0.11,2682,Fashion,Delayed,Standard
2130,55,137494,69,24471,6186,5,416.99,12,0.35,51,0.31,1245,Food,On-Time,Standard
2131,51,110559,20,21156,12974,4,417.32,11,0.06,13,0.81,5745,Electronics,Delayed,Standard
2132,45,144220,25,22916,0,2,486.86,20,0.24,14,0.59,4064,Home,Delayed,Gold
2133,55,96598,0,15389,11451,2,328.52,5,0.06,42,0.27,5260,Travel,Late,Platinum
2134,53,57800,80,9930,14767,6,359.11,14,0.29,99,0.05,4972,Travel,On-Time,Gold
2135,39,127933,98,21729,3824,5,266.84,15,0.03,103,0.87,3024,Fashion,On-Time,Standard
2136,36,73677,26,12956,11690,5,171.54,10,0.04,122,0.26,3711,Food,On-Time,Standard
2137,46,83833,49,24163,11145,8,87.04,12,0.23,149,0.42,3273,Travel,On-Time,Platinum
2138,68,73287,65,12866,3932,6,389.43,18,0.38,50,0.38,3294,Food,On-Time,Gold
2139,26,20000,99,18804,8968,3,261.31,4,0.4,116,0.58,5080,Fashion,On-Time,Platinum
2140,22,139189,64,33727,9901,6,430.16,8,0.35,1,0.42,5747,Home,On-Time,Standard
2141,47,94640,9,21746,3903,7,244.48,0,0.51,8,0.85,6702,Fashion,On-Time,Standard
2142,45,88192,94,13600,7563,3,474.05,3,0.91,27,0.34,3603,Food,On-Time,Gold
2143,47,72528,36,23992,9836,8,217.24,0,0.46,173,0.71,2613,Food,On-Time,Standard
2144,48,81537,68,18865,12008,7,246.13,0,0.1,42,0.09,1592,Food,On-Time,Standard
2145,41,51108,40,13691,23227,4,345.81,18,0.68,72,0.18,2864,Food,On-Time,Standard
2146,67,99663,45,20194,3222,9,192.97,9,0.96,39,0.58,4698,Travel,On-Time,Platinum
2147,20,22716,76,29921,19474,7,332.45,13,0.2,161,0.1,2972,Electronics,Late,Gold
2148,32,82442,44,24831,3717,4,55.9,20,0.19,64,0.38,269,Fashion,On-Time,Standard
2149,43,97462,87,18544,9982,5,160.09,14,0.25,170,0.9,2723,Electronics,On-Time,Platinum
2150,20,67053,26,10297,16434,1,155.05,15,0.05,26,0.27,2401,Fashion,On-Time,Platinum
2151,42,89834,64,25874,13082,4,99.94,12,0.81,73,0.37,3018,Home,On-Time,Standard
2152,69,35346,83,23823,0,9,466.48,19,0.38,108,0.31,3294,Fashion,On-Time,Standard
2153,45,36366,7,6988,17599,5,492.79,8,0.77,180,0.41,2787,Food,On-Time,Platinum
2154,48,84468,66,8148,12263,5,68.12,3,0.63,123,0.91,1451,Electronics,On-Time,Gold
2155,26,102141,48,32581,6106,4,249.97,18,0.11,144,0.12,2701,Home,On-Time,Gold
2156,35,20000,95,22560,9084,8,124.71,12,0.55,66,0.07,3938,Fashion,Late,Gold
2157,39,95880,88,8861,12990,5,423.29,15,0.72,59,0.06,3075,Travel,On-Time,Standard
2158,40,53271,88,29094,14102,3,116.32,12,0.05,81,0.98,1768,Fashion,On-Time,Gold
2159,64,67287,13,29732,13846,5,132.75,11,0.42,15,0.77,1347,Travel,On-Time,Standard
2160,53,21419,61,14321,4994,3,380.71,13,0.81,81,0.7,4864,Electronics,On-Time,Gold
2161,28,40935,42,12618,9914,2,90.13,8,0.98,111,0.75,4258,Food,Delayed,Gold
2162,48,113645,26,20636,4097,9,477.18,6,0.7,76,0.13,2715,Food,On-Time,Standard
2163,52,76314,95,21280,15363,1,379.92,19,0.31,171,0.32,4207,Electronics,Delayed,Standard
2164,62,59688,26,18734,8291,8,489.74,11,0.28,90,0.39,3672,Home,On-Time,Standard
2165,68,70340,67,11419,13055,2,251.19,1,0.59,63,0.46,1597,Electronics,On-Time,Gold
2166,29,94568,74,17186,6402,3,154.12,10,0.93,29,0.07,3031,Food,On-Time,Gold
2167,32,92619,47,16605,10599,5,471.15,16,0.23,159,0.31,2233,Food,On-Time,Gold
2168,26,71998,66,8096,8657,8,278.36,2,0.23,97,0.32,3328,Travel,On-Time,Platinum
2169,41,118718,24,27932,1503,5,477.5,7,0.51,139,0.8,3610,Electronics,Late,Standard
2170,51,113818,63,11508,17636,2,479.05,6,0.58,151,0.32,1234,Travel,Delayed,Standard
2171,59,91534,23,30447,14679,8,409.67,15,0.94,32,0.6,3467,Travel,Delayed,Standard
2172,43,77184,8,21226,1115,9,151.62,12,0.32,105,0.48,2019,Fashion,On-Time,Standard
2173,40,101292,7,14864,4263,6,155.33,4,0.43,65,0.55,5123,Food,On-Time,Standard
2174,47,87570,94,23100,5837,10,341.01,1,0.36,163,0.02,3312,Electronics,On-Time,Gold
2175,32,117432,58,18936,19219,8,264.72,20,0.73,113,0.78,2692,Electronics,On-Time,Standard
2176,76,110982,16,30593,16069,10,237.45,6,0.36,52,0.27,3971,Travel,On-Time,Gold
2177,20,34269,42,36968,11515,8,141.78,5,0.44,133,0.51,3068,Electronics,On-Time,Standard
2178,47,31561,94,23140,0,5,149.85,16,0.36,168,0.87,5039,Travel,On-Time,Standard
2179,75,46950,67,18569,13195,3,214.2,2,0.03,95,0.01,6112,Fashion,On-Time,Standard
2180,45,114045,3,32822,11183,5,334.1,2,0.54,161,0.4,1098,Travel,Late,Platinum
2181,42,20000,100,18361,7585,7,68.92,15,0.39,153,0.87,5563,Fashion,Delayed,Gold
2182,39,90790,7,15785,19252,8,226.01,15,0.13,96,0.77,2137,Food,On-Time,Standard
2183,42,89501,41,29844,8600,3,386.41,6,0.6,13,0.52,3077,Fashion,On-Time,Platinum
2184,65,121505,48,26716,18266,4,239.47,19,0.69,164,0.11,3462,Home,On-Time,Standard
2185,18,82213,5,15887,7427,4,318.62,12,0.51,14,0.28,5103,Electronics,On-Time,Gold
2186,68,21271,72,22519,4011,6,95.24,6,0.25,80,0.45,2789,Travel,On-Time,Platinum
2187,23,36625,41,17248,1278,0,472.49,2,0.53,122,0.24,2110,Travel,On-Time,Gold
2188,41,27720,71,24833,9441,2,112.55,18,0.28,91,0.02,3608,Travel,On-Time,Standard
2189,38,53482,31,24034,10311,5,342.09,12,0.15,57,0.99,1225,Fashion,On-Time,Standard
2190,53,67683,14,9773,3316,2,124.93,19,0.1,146,0.47,1098,Home,On-Time,Gold
2191,21,28382,81,20331,3638,4,492.9,17,0.17,18,0.38,6344,Food,On-Time,Platinum
2192,51,133826,86,8130,18229,7,334.76,6,0.94,3,0.64,1250,Food,On-Time,Platinum
2193,75,21988,68,8618,15195,4,284.22,4,0.29,109,0.62,2237,Food,Delayed,Platinum
2194,24,128844,26,16051,22815,5,430.46,8,0.64,170,0.06,6057,Food,Delayed,Standard
2195,47,122406,96,15225,0,6,126.87,16,0.76,6,0.24,3218,Travel,On-Time,Gold
2196,35,110932,65,6322,21957,8,241.04,15,0.57,120,0.3,4066,Food,On-Time,Standard
2197,51,47249,58,10507,4489,5,489.79,12,0.51,140,0.55,482,Food,Late,Platinum
2198,45,88698,27,7668,792,5,278.06,11,0.35,73,0.96,2452,Electronics,On-Time,Gold
2199,35,23905,23,14070,11751,3,333.05,9,0.21,79,0.65,3067,Home,On-Time,Standard
2200,52,111436,50,24209,0,7,80.65,17,0.9,78,0.93,1195,Food,Delayed,Standard
2201,72,72040,20,31813,17583,6,82.38,19,0.6,166,0.98,4146,Home,On-Time,Standard
2202,42,58627,30,28462,11204,3,77.74,4,0.14,157,0.07,3504,Fashion,On-Time,Platinum
2203,55,26050,74,23471,5075,8,270.7,6,0.74,104,0.53,2550,Electronics,Late,Standard
2204,25,20000,49,23019,17015,4,373.45,20,0.1,32,0.34,6142,Home,Late,Platinum
2205,30,33458,91,19152,9051,9,196.12,0,0.52,65,0.31,79,Food,On-Time,Gold
2206,52,119511,39,19200,10248,3,308.85,19,0.06,146,0.27,2113,Travel,On-Time,Gold
2207,67,58886,67,31076,14391,4,309.67,20,0.48,41,0.26,2906,Electronics,Delayed,Standard
2208,50,68226,15,24948,5585,7,121.27,14,0.54,26,0.52,-210,Food,On-Time,Gold
2209,40,101222,75,21594,2613,8,387.9,11,0.5,6,0.99,443,Fashion,On-Time,Platinum
2210,44,147226,85,5956,9086,4,295.83,1,0.44,39,0.49,4128,Electronics,On-Time,Gold
2211,26,128000,98,25827,538,6,104.02,16,0.24,67,0.66,-611,Fashion,On-Time,Gold
2212,54,36106,62,25930,6987,5,476.44,13,0.09,143,0.53,1053,Home,On-Time,Standard
2213,58,20000,55,15040,2990,11,160.94,17,0.63,154,0.89,3812,Electronics,On-Time,Gold
2214,38,169384,79,21810,7816,6,235.86,15,0.15,70,0.22,5880,Food,On-Time,Platinum
2215,37,165759,23,18931,3721,4,475.02,19,0.38,48,0.1,3316,Home,Delayed,Gold
2216,48,82538,98,15694,7612,8,199.62,15,0.74,17,0.44,1364,Food,On-Time,Gold
2217,38,24180,27,23281,17192,6,133.28,2,0.61,64,0.58,418,Food,On-Time,Platinum
2218,44,113529,92,11352,4802,6,492.12,13,0.87,127,0.16,1842,Food,On-Time,Standard
2219,76,70680,84,36311,12689,4,498.05,7,0.68,43,0.63,696,Fashion,Late,Standard
2220,41,70480,88,24249,0,9,359.52,3,0.94,10,0.26,4863,Travel,On-Time,Platinum
2221,39,110778,30,19121,7691,2,452.36,3,0.22,150,0.09,2158,Food,On-Time,Standard
2222,35,88374,14,27671,4225,5,499.46,20,0.04,58,0.92,6444,Food,On-Time,Standard
2223,56,27567,41,26269,10404,8,115.86,0,0.08,6,0.04,4222,Fashion,Delayed,Gold
2224,42,62010,98,14041,6132,9,428.82,0,0.2,170,0.05,1765,Home,Late,Standard
2225,35,101446,49,15959,16050,2,70.85,15,0.05,61,0.98,693,Food,Late,Standard
2226,64,95410,85,5000,7521,8,339.89,12,0.26,163,0.35,7596,Home,On-Time,Standard
2227,66,85480,4,11423,17874,0,330.85,13,0.85,58,0.57,909,Fashion,On-Time,Gold
2228,35,112336,47,25334,0,4,269.17,20,0.26,175,0.19,2424,Fashion,On-Time,Gold
2229,18,60531,12,21466,10281,3,309.01,14,0.82,113,0.43,2832,Electronics,Delayed,Standard
2230,60,82146,31,16054,10940,4,175.0,2,0.32,52,0.07,-1356,Electronics,On-Time,Standard
2231,34,20000,66,22776,3456,6,53.3,3,0.44,48,0.03,254,Travel,Late,Standard
2232,56,57013,78,15744,10007,7,134.68,14,0.85,171,1.0,3714,Electronics,On-Time,Standard
2233,18,105556,90,8393,13375,7,470.32,7,0.49,128,0.2,2965,Electronics,On-Time,Standard
2234,58,59384,90,12426,17608,4,172.19,4,0.12,51,0.39,-788,Home,On-Time,Standard
